[2026-02-10T04:50:49.008Z] {"timestamp":1770699047661,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"value":null}}
[2026-02-10T04:51:01.007Z] {"timestamp":1770699059885,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"}}}
[2026-02-10T04:51:01.007Z] {"timestamp":1770699060121,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6256.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:01.007Z] {"timestamp":1770699060950,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5456.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:03.010Z] {"timestamp":1770699061862,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5056.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:05.010Z] {"timestamp":1770699063262,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":4956.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:05.010Z] {"timestamp":1770699063762,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":4410.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:05.010Z] {"timestamp":1770699064342,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":3956.666748046875,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:05.010Z] {"timestamp":1770699064843,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":3784.666748046875,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:07.007Z] {"timestamp":1770699065475,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":4258,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:07.007Z] {"timestamp":1770699065975,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":4798,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:51:09.009Z] {"timestamp":1770699067017,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5458,"documentHeight":16326,"viewportHeight":932}}
